configuration_id,bioproject,gene_name,mean,gene_logfc,gene_lfcSE,gene_stat,gene_pvalue,gene_qvalue,conditions
PRJNA430409_3,PRJNA430409,Ndufa12,3143.766599,0.800218725,0.205047996,3.902592274,9.52E-05,0.042066134,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Dclk2,2921.672624,-0.918588739,0.23557254,-3.899388023,9.64E-05,0.042066134,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Nrp2,1112.262224,-1.170076118,0.300518499,-3.893524436,9.88E-05,0.042066134,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Igsf10,806.0583396,0.939480084,0.241374135,3.892215221,9.93E-05,0.042066134,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Rrbp1,5881.495662,0.863348055,0.224229316,3.850290718,0.000117978,0.043786024,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Prdx1,3435.238022,0.712558931,0.185084939,3.84990229,0.000118165,0.043786024,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Nefm,15401.27978,0.665487741,0.172112823,3.866578494,0.000110373,0.043786024,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Tma7,1656.416033,0.730341074,0.188505583,3.87437371,0.000106899,0.043786024,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Rdh11,205.6994706,-1.252883894,0.324755831,-3.857925781,0.000114353,0.043786024,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Sall2,3857.019436,-0.633036872,0.165245301,-3.830891829,0.00012768,0.046157744,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Islr2,641.8793935,-1.214255718,0.318041247,-3.817918991,0.000134582,0.047494664,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Cald1,2475.886888,0.716907384,0.188178863,3.809712592,0.000139128,0.047957247,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_3,PRJNA430409,Atf7,1851.791817,-0.951809173,0.250431484,-3.800676962,0.000144301,0.048609868,"((Subregion==""bnst"") & (Strain==""C57BL/6Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Cmip,3400.156318,-0.917140146,0.161706709,-5.671627057,1.41E-08,0.000145174,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Phf12,993.7667307,-0.799995886,0.145047099,-5.515421483,3.48E-08,0.000145174,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Rpl37a,673.9316077,0.689353805,0.123832878,5.566807599,2.59E-08,0.000145174,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Cntfr,311.410617,-1.244740019,0.23145357,-5.37792535,7.53E-08,0.000188629,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,2310061I04Rik,237.0501025,-1.572770248,0.292438974,-5.378114377,7.53E-08,0.000188629,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Col16a1,577.1158005,1.58236675,0.296363716,5.339272879,9.33E-08,0.000194681,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Nrsn2,1121.121418,-1.187552787,0.225779201,-5.259797105,1.44E-07,0.000257876,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,C1qa,1020.261789,1.210853137,0.232282283,5.212851889,1.86E-07,0.000290957,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Mrps25,1486.872732,1.001426162,0.195446925,5.123775472,2.99E-07,0.000416507,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Clk2-scamp3,347.7988895,-1.536039539,0.302988945,-5.069622388,3.99E-07,0.000498935,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Plagl1,483.8564147,-1.201302513,0.239496316,-5.015954027,5.28E-07,0.000600485,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Vwf,658.3684922,0.870081768,0.175778944,4.949863449,7.43E-07,0.000663987,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Bok,1274.100201,0.95694958,0.19304147,4.957222813,7.15E-07,0.000663987,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Ncoa6,1234.980507,-0.862635877,0.173386261,-4.975226245,6.52E-07,0.000663987,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Acer2,240.7223974,1.078121447,0.218478676,4.934675843,8.03E-07,0.000669943,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Phtf1os,202.053028,-1.463306624,0.297865412,-4.91264364,8.99E-07,0.000702959,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Fam189a1,1708.762408,-0.566000277,0.116125231,-4.874050824,1.09E-06,0.000805011,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Smad9,358.2222396,-0.806322114,0.170015229,-4.742646407,2.11E-06,0.001466883,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Gas7,12644.77794,-0.408435425,0.08651402,-4.721031613,2.35E-06,0.001545859,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Rpl18,1686.476976,0.580488123,0.125219507,4.635764332,3.56E-06,0.002173917,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Peg10,460.4432109,-1.150924472,0.248551075,-4.630535072,3.65E-06,0.002173917,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Srrm2,7254.749279,-0.952702686,0.20730031,-4.595761036,4.31E-06,0.002346516,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Eif3i,2503.770976,0.721242333,0.156765584,4.600769589,4.21E-06,0.002346516,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Coq2,1081.906668,0.643941928,0.14055654,4.581372934,4.62E-06,0.002409174,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Hectd2,1315.382609,-0.821072963,0.180141111,-4.55794326,5.17E-06,0.002586362,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Snrpd2,759.0490069,0.937478236,0.207349903,4.521237883,6.15E-06,0.002686128,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Gng7,2217.708508,-0.711092831,0.157618832,-4.511471267,6.44E-06,0.002686128,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Zfp385b,518.2681046,-0.997578951,0.219880972,-4.536904408,5.71E-06,0.002686128,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Atf7,871.2084027,-0.994187207,0.21997079,-4.519632837,6.19E-06,0.002686128,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Zbed5,2152.919813,0.63081246,0.139639418,4.517438323,6.26E-06,0.002686128,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Tspan2,1444.79085,-0.710089888,0.158300757,-4.485701149,7.27E-06,0.002756568,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,1110001J03Rik,154.3104048,1.026027469,0.228460901,4.491041853,7.09E-06,0.002756568,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Ndufb8,2652.391196,0.660865466,0.14701552,4.495208852,6.95E-06,0.002756568,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Celf5,2093.586548,-0.89471436,0.199990957,-4.473774088,7.69E-06,0.002824512,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Fam222b,380.9091075,-1.418668571,0.317522325,-4.467933302,7.90E-06,0.002824512,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Slc20a2,1223.093441,-0.533979031,0.119681307,-4.46167448,8.13E-06,0.00282751,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Rplp1,5679.057825,0.459260076,0.103271237,4.447124772,8.70E-06,0.00294411,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Pard6a,490.148321,0.73683342,0.167440475,4.400569343,1.08E-05,0.003473034,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Pmm1,2883.59482,0.515575802,0.117174215,4.400078994,1.08E-05,0.003473034,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Myl6,3082.234622,0.722818313,0.165565519,4.365753912,1.27E-05,0.003867602,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Cdh23,103.8969312,1.640103657,0.375394446,4.36901418,1.25E-05,0.003867602,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Lyz2,229.7257935,0.818346352,0.187693327,4.360018354,1.30E-05,0.003875845,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Sap30,192.3493475,1.162349255,0.268324509,4.331878812,1.48E-05,0.004303587,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Hivep3,607.1392818,-0.907090463,0.209946419,-4.320580777,1.56E-05,0.004427009,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Carm1,884.0535956,-0.827083545,0.191703366,-4.314392392,1.60E-05,0.00445167,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Klc4,970.6263907,0.910366353,0.211494288,4.304448895,1.67E-05,0.004510875,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Clmn,2622.088565,-1.100292243,0.256893329,-4.283070517,1.84E-05,0.004510875,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Rpl35a,713.6336922,0.674514595,0.157641583,4.278785986,1.88E-05,0.004510875,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Ppp1r3c,2156.527997,0.491480045,0.114285362,4.300463657,1.70E-05,0.004510875,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Atp6v0b,4957.422845,0.58359451,0.13633014,4.280744597,1.86E-05,0.004510875,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Unc45a,1191.506888,0.580062176,0.135802694,4.271359874,1.94E-05,0.004510875,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Rps7,2460.822055,0.537888654,0.125939973,4.270992298,1.95E-05,0.004510875,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Peak1,3002.440781,-0.783028824,0.182916467,-4.280800074,1.86E-05,0.004510875,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Fdps,2401.876266,0.780891703,0.182715644,4.273808669,1.92E-05,0.004510875,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Mpc2,1471.732576,0.672218149,0.1580043,4.254429462,2.10E-05,0.00467693,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Esrra,2420.20476,0.963161089,0.22658181,4.250831481,2.13E-05,0.00467693,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
PRJNA430409_4,PRJNA430409,Prrc2a,2676.917371,-0.844277438,0.198556824,-4.252069616,2.12E-05,0.00467693,"((Subregion==""hipp_ventral"") & (Strain==""DBA/2Crl"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Time.from.stress.h==""144"") & (Sex==""m"") & (Organism==""mus_musculus""))"
