,configuration_id,bioproject,gene_name,mean,gene_logfc,gene_lfcSE,gene_stat,gene_pvalue,gene_qvalue,conditions
PRJNA293822_4,PRJNA293822,Lbp,84.66998334,3.669534815,0.705772749,5.199314963,2.00E-07,0.000267287,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Dsp,70.51540205,2.938069719,0.571087386,5.144693772,2.68E-07,0.000328226,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,H2-T22,97.52638956,-1.774662506,0.356270297,-4.981224982,6.32E-07,0.000714406,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Rsc1a1,163.7492766,-1.786137986,0.361181471,-4.945264714,7.60E-07,0.000798371,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Gfra4,682.6423127,-1.638463644,0.332645584,-4.925553565,8.41E-07,0.000824338,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Yaf2,1614.09003,-1.29520115,0.271963458,-4.762408746,1.91E-06,0.001673303,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Plin4,255.6920602,1.135733185,0.238595823,4.760071527,1.94E-06,0.001673303,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Sostdc1,84.93711488,2.231674083,0.472512412,4.72299568,2.32E-06,0.00189777,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Rasgrp4,93.68538893,-1.72047271,0.369822867,-4.652153408,3.28E-06,0.002541276,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Prlr,230.9512485,1.897325198,0.412921813,4.59487762,4.33E-06,0.003182358,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Igfbp2,483.8930529,1.124052785,0.249925596,4.497549692,6.87E-06,0.00481155,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Sgk1,3935.969232,0.973851447,0.221170736,4.403165921,1.07E-05,0.00681794,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Pcdha5,160.076119,2.362215344,0.535752665,4.409152765,1.04E-05,0.00681794,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Prdx6,4470.484837,-0.936432767,0.214457618,-4.366516677,1.26E-05,0.007731898,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Col8a2,76.99674585,3.260568081,0.778847347,4.186401985,2.83E-05,0.016663447,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Clic6,1066.566683,0.809050599,0.205050489,3.945616523,7.96E-05,0.044998678,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_4,PRJNA293822,Aes,6058.817779,-0.804032274,0.205028389,-3.921565584,8.80E-05,0.047894512,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""control"" | Phenotype==""resilient"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Rps27,1547.680047,-6.276688893,0.145581992,-43.11445961,0,0,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Chn1,13699.93108,-1.424868754,0.074282743,-19.18169289,5.26E-82,3.67E-78,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Meis2,7845.149449,1.505269757,0.083627706,17.99965382,1.96E-72,9.12E-69,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Chtop,2716.11485,-1.692414835,0.096723922,-17.49737602,1.50E-68,5.24E-65,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Hbb-b2,2770.561846,1.780456221,0.144099489,12.3557428,4.54E-35,1.27E-31,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Cul5,1808.674188,-1.169010989,0.116006916,-10.07708018,6.98E-24,1.62E-20,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Rps27rt,1540.66896,5.582518128,0.741524009,7.528438808,5.14E-14,1.02E-10,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Rsc1a1,206.0769633,-1.775709942,0.241034138,-7.367047478,1.74E-13,3.04E-10,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Hba-a2,6176.442925,1.79773939,0.254205793,7.071984344,1.53E-12,2.37E-09,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Rnf8-cmtr1,237.7226671,1.83945118,0.274205154,6.708302723,1.97E-11,2.75E-08,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Pcdha9,177.4050744,2.399269776,0.37537197,6.39171266,1.64E-10,2.08E-07,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Plin4,327.0763789,1.247227761,0.201015722,6.204627925,5.48E-10,6.38E-07,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Ppp2r2b,2720.681397,-0.629015213,0.10420609,-6.036261527,1.58E-09,1.69E-06,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Szrd1,898.4637212,-0.712237163,0.119969546,-5.936816338,2.91E-09,2.90E-06,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Os9,3410.926942,-0.519382099,0.09056187,-5.735107897,9.75E-09,9.07E-06,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Limk1,1245.294339,-0.616943561,0.110243157,-5.596207319,2.19E-08,1.91E-05,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Sgk1,4316.715229,0.704970692,0.126865712,5.55682603,2.75E-08,2.18E-05,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Gm20605,271.4881201,-1.263441549,0.227539962,-5.552613864,2.81E-08,2.18E-05,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Vwf,1252.231117,0.9935585,0.180285088,5.511040918,3.57E-08,2.62E-05,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,3110035E14Rik,2267.503757,-0.570609087,0.10785433,-5.290553327,1.22E-07,8.51E-05,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Dclre1c,216.4048588,1.295206688,0.2504907,5.170677747,2.33E-07,0.000155031,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Nov,689.7050306,-0.689787452,0.136458422,-5.054927669,4.31E-07,0.000273167,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Pcdha1,81.41817796,2.115507076,0.435480268,4.857871258,1.19E-06,0.000720078,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Actn2,2442.148649,0.460261543,0.096989952,4.745455922,2.08E-06,0.001179481,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Pcdhga8,453.6164002,1.31048235,0.276336191,4.742347885,2.11E-06,0.001179481,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Igf2,918.5844323,-0.592971061,0.125860588,-4.711332367,2.46E-06,0.001321192,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Malat1,16327.62421,0.537494924,0.116678733,4.606622925,4.09E-06,0.002115729,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Ryr3,4640.202431,0.393482275,0.087688914,4.487252241,7.21E-06,0.00359656,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,H2-T22,117.9424784,-1.864386374,0.421835306,-4.419702066,9.88E-06,0.00475713,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Dpy19l1,2200.462147,-0.397560017,0.090406052,-4.397493385,1.10E-05,0.005095053,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Atp6v0c-ps2,8130.827653,-7.625570204,1.793743352,-4.251204719,2.13E-05,0.009573554,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Cck,1371.023299,-0.662303912,0.159986412,-4.139751026,3.48E-05,0.015165496,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Chrdl1,129.7009982,1.324855289,0.330283916,4.011261909,6.04E-05,0.025545282,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Gm12669,65.27418271,-1.727931356,0.434323021,-3.978447544,6.94E-05,0.028477075,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,D3Ertd751e,496.1055335,-0.731754705,0.185539634,-3.94392664,8.02E-05,0.031967085,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Cdr1,838.3770625,0.695240891,0.178000676,3.905832861,9.39E-05,0.03640766,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Dyrk1a,1470.666471,-0.710164033,0.183419517,-3.871801885,0.000108034,0.040755001,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
PRJNA293822_5,PRJNA293822,Dlc1,1526.316553,-0.417841405,0.108806626,-3.840220204,0.000122924,0.045151926,"((Time.from.stress.h==""48"") & (Subregion==""amy"") & (Phenotype==""susceptible"" | Phenotype==""control"") & (Stress.protocol==""control"" | Stress.protocol==""10d_CSDS"") & (Sex==""m""))",
